subject_id,workflow_id,task,reducer,data.aggregation_version,data.frame0.T4_tool0_points_x,data.frame0.T4_tool0_points_y,data.frame0.T4_tool0_cluster_labels,data.frame0.T4_tool0_clusters_count,data.frame0.T4_tool0_clusters_x,data.frame0.T4_tool0_clusters_y,data.frame0.T4_tool0_clusters_var_x,data.frame0.T4_tool0_clusters_var_y,data.frame0.T4_tool0_clusters_var_x_y
91319287,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319288,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319289,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319290,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319291,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319292,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319293,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319294,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319295,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319296,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319297,24257,T4,point_reducer_dbscan,4.1.0,[363.75],[360.9666748046875],[-1],,,,,,
91319298,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319299,24257,T4,point_reducer_dbscan,4.1.0,"[355.3833312988281, 358.1292724609375, 365.4902648925781, 362.75, 356.75, 364.75, 355.75, 364.8147277832031, 357.1195983886719]","[328.9666748046875, 331.5849914550781, 363.35345458984375, 363.1666564941406, 331.1666564941406, 363.9666748046875, 331.9666748046875, 362.7605895996094, 328.1324768066406]","[0, 0, 1, 1, 0, 1, 0, 1, 0]","[5, 4]","[356.6264404296875, 364.4512481689453]","[330.3634948730469, 363.3118438720703]","[1.2076109980233014, 1.3983903902893264]","[2.9089640746824443, 0.2518318832541505]","[0.2915015628095716, 0.09516541411479314]"
91319300,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319301,24257,T4,point_reducer_dbscan,4.1.0,"[375.3833312988281, 364.7674560546875, 377.501708984375, 365.3125, 377.3125, 359.0249938964844, 387.88336181640625, 369.4830017089844, 377.13177490234375, 364.66278076171875, 378.93359375, 365.3046875]","[337.9666748046875, 363.25347900390625, 341.6052551269531, 365.75, 339.75, 379.56146240234375, 367.0027160644531, 362.5245056152344, 344.960693359375, 362.85137939453125, 344.1796875, 362.9765625]","[0, 1, 0, 1, 0, -1, -1, 1, 0, 1, 0, 1]","[5, 5]","[377.25258178710936, 365.9060852050781]","[341.6924621582031, 363.4711853027344]","[1.6000368658453226, 4.087659138068557]","[8.63247019778937, 1.6913514921441675]","[2.6531365123111756, -0.8557264228351414]"
91319302,24257,T4,point_reducer_dbscan,4.1.0,[362.75],[361.9666748046875],[-1],,,,,,
91319303,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319304,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319305,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319306,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319307,24257,T4,point_reducer_dbscan,4.1.0,"[362.5585632324219, 410.4339904785156, 253.45773315429688, 151.26205444335938, 360.75, 408.75, 259.75, 144.75, 413.3125, 363.3125, 251.3125, 150.3125, 61.3125, 205.3125, 366.53173828125]","[366.4817199707031, 316.3045654296875, 406.9917297363281, 485.2496643066406, 360.9666748046875, 308.9666748046875, 409.9666748046875, 485.9666748046875, 313.75, 361.75, 407.75, 484.75, 475.75, 303.75, 363.23895263671875]","[0, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0]",[4],[363.28820037841797],[363.10933685302734],[5.831986708178495],[5.942855159053579],[1.1217573216029753]
91319308,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319309,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319310,24257,T4,point_reducer_dbscan,4.1.0,"[364.3125, 352.3125, 366.3125, 378.3125, 360.75, 349.75, 361.75, 377.75, 404.75, 363.75, 351.75, 359.75, 362.9347229003906, 353.7904052734375, 361.008056640625]","[365.75, 388.75, 435.75, 489.75, 361.9666748046875, 385.9666748046875, 432.9666748046875, 490.9666748046875, 569.9666748046875, 361.9666748046875, 389.9666748046875, 437.9666748046875, 361.6249694824219, 389.71258544921875, 433.332275390625]","[0, 1, -1, -1, 0, 1, 2, -1, -1, 0, 1, 2, 0, 1, 2]","[4, 4, 3]","[362.93680572509766, 351.9007263183594, 360.8360188802083]","[362.8270797729492, 388.59898376464844, 434.7552083333333]","[2.44531442807056, 2.796262079228957, 1.022197743256887]","[3.8230417410377413, 3.3541812856371203, 7.768553619583447]","[1.7351368411909789, 2.540587767337759, -2.6835986475149793]"
91319311,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319312,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319313,24257,T4,point_reducer_dbscan,4.1.0,"[367.0718078613281, 365.08758544921875, 315.8193054199219]","[360.5020446777344, 366.4906005859375, 310.3185119628906]","[-1, -1, -1]",,,,,,
91319314,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319315,24257,T4,point_reducer_dbscan,4.1.0,[362.75],[362.9666748046875],[-1],,,,,,
91319316,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319317,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319318,24257,T4,point_reducer_dbscan,4.1.0,"[364.39996337890625, 387.033447265625, 363.75, 320.75, 255.75]","[362.02032470703125, 366.3543701171875, 361.9666748046875, 392.9666748046875, 410.9666748046875]","[-1, -1, -1, -1, -1]",,,,,,
91319319,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319320,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319321,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319322,24257,T4,point_reducer_dbscan,4.1.0,"[362.4573059082031, 348.0218811035156, 352.9840393066406, 325.4664764404297]","[368.49847412109375, 358.7996826171875, 377.0694885253906, 349.5519714355469]","[-1, -1, -1, -1]",,,,,,
91319323,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319324,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319325,24257,T4,point_reducer_dbscan,4.1.0,"[365.3125, 313.3125, 275.3125, 247.3125, 393.3125, 433.3125, 363.07135009765625, 270.5612487792969, 241.69284057617188, 388.65924072265625, 474.6083679199219, 544.81103515625, 365.19140625, 317.33984375, 273.515625, 244.6015625, 363.75, 272.75, 244.75, 365.2292785644531, 271.1204528808594, 312.70343017578125]","[363.75, 356.75, 333.75, 304.75, 331.75, 343.75, 366.29034423828125, 333.4853515625, 311.1779479980469, 330.8609313964844, 306.5852355957031, 335.4536437988281, 363.9921875, 353.76171875, 331.83203125, 309.3359375, 364.9666748046875, 333.9666748046875, 312.9666748046875, 364.4528503417969, 331.62420654296875, 355.69854736328125]","[0, -1, 1, -1, -1, -1, 0, 1, 2, -1, -1, -1, 0, -1, 1, 2, 0, 1, 2, 0, 1, -1]","[5, 5, 3]","[364.5109069824219, 272.65196533203124, 243.68146769205728]","[364.69041137695314, 332.93165283203126, 311.1601867675781]","[1.068247952312231, 3.637647407408804, 2.971486777377625]","[1.0161080069839954, 1.2415320694446563, 3.295799939893186]","[-0.9782575659453869, 0.5434383514337242, 0.10824404377490282]"
91319326,24257,T4,point_reducer_dbscan,4.1.0,"[362.8664855957031, 395.8689880371094]","[365.8370056152344, 213.26031494140625]","[-1, -1]",,,,,,
91319327,24257,T4,point_reducer_dbscan,4.1.0,"[363.8463439941406, 342.5887145996094, 373.294189453125, 365.6177978515625, 357.9414367675781, 365.25, 363.25, 356.25, 342.25, 355.25, 364.75, 367.75, 365.75, 341.75, 364.5050354003906, 351.4833984375, 365.02587890625, 363.9841613769531, 371.6776123046875, 378.26763916015625, 367.5980529785156, 350.65228271484375]","[361.8999328613281, 428.0348205566406, 305.8033752441406, 284.5457458496094, 491.2172546386719, 365.9666748046875, 281.9666748046875, 491.9666748046875, 424.9666748046875, 230.96665954589844, 365.9666748046875, 315.9666748046875, 285.9666748046875, 421.9666748046875, 361.3365783691406, 411.86053466796875, 320.188232421875, 282.1650695800781, 295.255615234375, 322.55712890625, 360.8420104980469, 405.0893249511719]","[0, 2, -1, 1, -1, 0, 1, -1, 2, -1, 0, -1, 1, 2, 0, -1, -1, 1, -1, -1, 0, -1]","[5, 4, 3]","[365.18988647460935, 364.6504898071289, 342.1962381998698]","[363.20237426757814, 283.6610412597656, 424.98939005533856]","[2.0676267619244753, 1.5166575979286183, 0.1780282932644089]","[6.5078949986957015, 3.735819068426887, 9.205985203695795]","[-0.9265694628469646, 2.2535336203873158, 1.2714446991061172]"
91319328,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319329,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319330,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319331,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319332,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319333,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319334,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319335,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319336,24257,T4,point_reducer_dbscan,4.1.0,[362.75],[362.9666748046875],[-1],,,,,,
91319337,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319338,24257,T4,point_reducer_dbscan,4.1.0,"[346.84356689453125, 363.5839538574219, 362.75, 299.75]","[388.3169860839844, 362.0106506347656, 362.9666748046875, 426.9666748046875]","[-1, -1, -1, -1]",,,,,,
91319339,24257,T4,point_reducer_dbscan,4.1.0,"[362.75, 403.75, 448.75]","[364.9666748046875, 346.9666748046875, 369.9666748046875]","[-1, -1, -1]",,,,,,
91319340,24257,T4,point_reducer_dbscan,4.1.0,"[352.3833312988281, 344.3833312988281, 393.3833312988281, 353.0614013671875, 364.062255859375, 393.23834228515625, 342.53887939453125, 362.10565185546875, 335.57598876953125, 349.72515869140625, 392.1725769042969, 283.69580078125, 361.75, 338.75, 393.738037109375, 342.4822998046875, 361.6596374511719, 349.8045654296875]","[330.9666748046875, 298.9666748046875, 340.9666748046875, 332.83453369140625, 362.48895263671875, 340.00897216796875, 299.353759765625, 363.4131164550781, 296.7942199707031, 327.4507141113281, 339.8312072753906, 332.1670837402344, 364.9666748046875, 300.9666748046875, 337.7914733886719, 294.5553283691406, 361.85028076171875, 338.14013671875]","[0, 1, 2, 0, 3, 2, 1, 3, -1, 0, 2, -1, 3, 1, 2, 1, 3, -1]","[3, 4, 4, 4]","[351.7232971191406, 342.0386276245117, 393.13307189941406, 362.3943862915039]","[330.4173075358073, 298.46060943603516, 339.6495819091797, 363.1797561645508]","[3.109362636692822, 5.586601269974683, 0.4540817206725478, 1.2734153403434902]","[7.4727316147958245, 7.528467837333058, 1.7831500337148705, 1.8307498708212127]","[4.762383041437715, -2.780269000912085, -0.31036441276470816, -0.46472823286118603]"
91319341,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319342,24257,T4,point_reducer_dbscan,4.1.0,"[364.1697082519531, 417.0557861328125, 404.6390380859375, 440.0497131347656, 361.75, 405.75, 403.811767578125, 364.0936279296875, 363.98046875, 332.68359375, 411.04296875, 365.16143798828125, 403.7609558105469]","[361.8843078613281, 356.8256530761719, 324.6341247558594, 305.3192138671875, 362.9666748046875, 324.9666748046875, 324.1027526855469, 359.40777587890625, 361.97265625, 380.7578125, 359.11328125, 361.9659118652344, 325.452880859375]","[0, -1, 1, -1, 0, 1, 1, 0, 0, -1, -1, 0, 1]","[5, 4]","[363.8310485839844, 404.49044036865234]","[361.63946533203125, 324.7891082763672]","[1.5766659613698724, 0.8671054078731686]","[1.7548635476268828, 0.3224092675372958]","[-0.6952445523347706, 0.06074148276820779]"
91319343,24257,T4,point_reducer_dbscan,4.1.0,[360.75],[360.9666748046875],[-1],,,,,,
91319344,24257,T4,point_reducer_dbscan,4.1.0,"[364.3125, 319.3125, 362.75, 317.75, 306.75, 363.75, 362.83660888671875, 297.3099365234375, 362.8125, 298.8125]","[358.75, 370.75, 361.9666748046875, 379.9666748046875, 373.9666748046875, 361.9666748046875, 366.4189453125, 368.3321228027344, 364.75, 382.75]","[0, -1, 0, -1, -1, 0, 0, -1, 0, -1]",[5],[363.2923217773438],[362.770458984375],[0.4955622620880605],[8.671565894782544],[-1.6615096725523473]
91319345,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319346,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319347,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319348,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319349,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319350,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319351,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319352,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319353,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319354,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319355,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319356,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319358,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319360,24257,T4,point_reducer_dbscan,4.1.0,"[362.5585632324219, 388.7979736328125]","[362.79901123046875, 330.11480712890625]","[-1, -1]",,,,,,
91319361,24257,T4,point_reducer_dbscan,4.1.0,"[364.2117004394531, 397.1610412597656, 361.9416198730469, 397.8861999511719, 361.25, 267.25, 226.25, 442.25, 401.25, 294.25, 362.75]","[363.80426025390625, 321.2889709472656, 361.33599853515625, 323.10919189453125, 364.9666748046875, 430.9666748046875, 454.9666748046875, 248.96665954589844, 322.9666748046875, 407.9666748046875, 362.9666748046875]","[0, 1, 0, 1, 0, -1, -1, -1, 1, -1, 0]","[4, 3]","[362.538330078125, 398.7657470703125]","[363.2684020996094, 322.45494588216144]","[1.6202766603479781, 4.760098245926201]","[2.3321656795839467, 1.0247009418283899]","[-0.06734277307987213, 1.2834353162907064]"
91319363,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319364,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319365,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319367,24257,T4,point_reducer_dbscan,4.1.0,"[364.3125, 310.3125, 381.3125, 348.3125, 364.1438903808594, 308.3430480957031, 350.3958435058594, 257.39447021484375, 308.48822021484375, 361.44573974609375, 349.0889587402344, 362.75, 306.75, 375.75, 367.2478942871094, 309.8702697753906]","[362.75, 430.75, 396.75, 288.75, 363.6319580078125, 424.2850341796875, 285.99603271484375, 171.96824645996094, 427.3699035644531, 362.938232421875, 290.56298828125, 367.9666748046875, 425.9666748046875, 400.9666748046875, 363.0091552734375, 432.9055480957031]","[0, 1, -1, 2, 0, 1, 2, -1, 1, 0, 2, 0, 1, -1, 0, 1]","[5, 5, 3]","[363.9800048828125, 308.7528076171875, 349.26576741536456]","[364.0592041015625, 428.25543212890625, 288.43634033203125]","[4.6879811032675205, 1.9826274286024272, 1.1085260215525825]","[4.881015487015247, 12.40826954273507, 5.288057576864958]","[-1.4755338616669178, 3.8830589500721544, -1.716372319497168]"
91319368,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319370,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319372,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319374,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319376,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319378,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319380,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319382,24257,T4,point_reducer_dbscan,4.1.0,"[365.3125, 370.3125, 387.3125, 362.16131591796875, 370.02197265625, 387.0533447265625, 367.75, 371.75, 388.75, 364.75, 367.75, 385.75, 364.75, 388.75]","[361.75, 428.75, 449.75, 363.7608642578125, 428.6111145019531, 450.8829040527344, 365.9666748046875, 430.9666748046875, 454.9666748046875, 361.9666748046875, 425.9666748046875, 447.9666748046875, 423.9666748046875, 449.9666748046875]","[0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 1, 2]","[4, 5, 5]","[364.9934539794922, 368.91689453125, 387.5231689453125]","[363.3610534667969, 427.6522277832031, 450.7065856933594]","[5.260204055346549, 7.480012941360473, 1.6048682957887652]","[3.8296321171025434, 7.383629059605301, 6.7872708475217225]","[1.9585542026907206, 7.326513183116912, 2.323918281495571]"
91319383,24257,T4,point_reducer_dbscan,4.1.0,[361.75],[360.9666748046875],[-1],,,,,,
91319385,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319387,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319389,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319391,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319392,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319394,24257,T4,point_reducer_dbscan,4.1.0,"[360.7171936035156, 376.8291015625, 362.75, 377.75]","[364.1800231933594, 331.4958190917969, 363.9666748046875, 332.9666748046875]","[-1, -1, -1, -1]",,,,,,
91319396,24257,T4,point_reducer_dbscan,4.1.0,[362.75],[362.9666748046875],[-1],,,,,,
91319398,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319400,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319401,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319403,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319405,24257,T4,point_reducer_dbscan,4.1.0,"[361.6476745605469, 334.8941345214844, 321.784912109375, 321.5173645019531]","[365.7022705078125, 352.0579528808594, 348.3124694824219, 336.27337646484375]","[-1, -1, -1, -1]",,,,,,
91319407,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319409,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319410,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319412,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319414,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319415,24257,T4,point_reducer_dbscan,4.1.0,"[366.3125, 369.3125, 362.75, 368.75, 366.75, 365.3125, 368.3125, 363.1146240234375, 367.4192810058594]","[360.75, 433.75, 365.9666748046875, 432.9666748046875, 425.9666748046875, 360.75, 429.75, 362.3095703125, 432.4757385253906]","[0, 1, 0, 1, 1, 0, 1, 0, 1]","[4, 5]","[364.3724060058594, 368.1088562011719]","[362.4440612792969, 430.9818176269531]","[2.953986062357823, 1.0558246718719602]","[6.055527035146952, 10.125830877758561]","[-3.4750546577076116, 2.5345798814669256]"
91319417,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319419,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319421,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319422,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319424,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319426,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319427,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319429,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319430,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319431,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319432,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319434,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319435,24257,T4,point_reducer_dbscan,4.1.0,"[322.3125, 365.3125, 401.3125, 402.75, 364.75, 318.75, 367.2777404785156, 324.9720764160156, 403.4818115234375, 399.75, 363.75, 319.75, 402.8742980957031, 314.4738464355469]","[348.75, 364.75, 379.75, 380.9666748046875, 363.9666748046875, 348.9666748046875, 365.00872802734375, 349.01824951171875, 379.95318603515625, 369.9666748046875, 364.9666748046875, 351.9666748046875, 383.3485107421875, 349.7394104003906]","[0, 1, 2, 2, 1, 0, 1, 0, 2, -1, 1, 0, 2, 0]","[5, 4, 4]","[320.0516845703125, 365.2725601196289, 402.60465240478516]","[349.6882019042969, 364.6730194091797, 381.0045928955078]","[15.554804220143705, 2.2045339540733644, 0.8443002262307951]","[1.760930361226201, 0.2345941597595811, 2.724949457682669]","[-1.3628354396205395, 0.19941014998281995, 0.4417967186309397]"
91319437,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319438,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319440,24257,T4,point_reducer_dbscan,4.1.0,"[366.2242431640625, 354.0215148925781, 328.5067443847656, 366.5671081542969, 349.75, 327.75]","[364.0108337402344, 396.181640625, 409.4936828613281, 395.3273620605469, 399.9666748046875, 404.9666748046875]","[-1, -1, -1, -1, -1, -1]",,,,,,
91319441,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319443,24257,T4,point_reducer_dbscan,4.1.0,"[359.75, 325.75]","[362.9666748046875, 336.9666748046875]","[-1, -1]",,,,,,
91319445,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319446,24257,T4,point_reducer_dbscan,4.1.0,"[399.4562072753906, 366.4537353515625, 335.36444091796875, 343.9737854003906, 360.56170654296875, 395.9911193847656, 331.0372314453125, 362.9236755371094, 333.59326171875, 361.7195129394531, 399.82611083984375, 412.5282287597656, 334.8740539550781, 366.767822265625, 398.06884765625, 342.75, 364.75, 401.75, 329.75]","[380.1859130859375, 363.923828125, 340.965576171875, 310.8328857421875, 364.3898010253906, 382.1045227050781, 346.0846252441406, 216.17681884765625, 341.5555114746094, 363.3307189941406, 381.0230407714844, 425.934326171875, 345.77569580078125, 365.9936828613281, 379.0074462890625, 352.9666748046875, 364.9666748046875, 382.9666748046875, 341.9666748046875]","[0, 1, 2, -1, 1, 0, 2, -1, 2, 1, 0, -1, 2, 1, 0, -1, 1, 0, 2]","[5, 5, 5]","[399.01845703125, 364.05055541992186, 332.9237976074219]","[381.05751953125, 364.52094116210935, 343.2696166992188]","[4.592947032954544, 7.813465286791324, 5.960136231034994]","[2.4261940957047043, 1.0395042791031301, 6.037280656117946]","[0.8956708684097974, 1.5276536644436418, -0.764700588770211]"
91319448,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319450,24257,T4,point_reducer_dbscan,4.1.0,[359.75],[360.9666748046875],[-1],,,,,,
91319452,24257,T4,point_reducer_dbscan,4.1.0,"[363.75, 348.75, 368.75, 363.9395446777344, 345.5259094238281, 364.13427734375, 347.0877685546875, 367.75, 344.75]","[365.9666748046875, 272.9666748046875, 473.9666748046875, 362.7989807128906, 276.7152404785156, 369.1647644042969, 275.0216064453125, 361.9666748046875, 274.9666748046875]","[0, 1, -1, 0, 1, 0, 1, 0, 1]","[4, 4]","[364.8934555053711, 346.5284194946289]","[364.9742736816406, 274.9175491333008]","[3.651211430241043, 3.1386978845888125]","[10.774207663411895, 2.350282024824992]","[-3.610800022880236, -2.0551299155534553]"
91319454,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319455,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319457,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319459,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319460,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319462,24257,T4,point_reducer_dbscan,4.1.0,"[358.75, 685.75, 384.75, 303.75, 136.75, 366.75, 364.11822509765625, 389.1557312011719, 310.91351318359375, 362.8125, 393.8125, 307.8125, 365.8125, 399.8125, 303.8125, 362.75, 390.75, 316.75]","[362.9666748046875, 398.9666748046875, 383.9666748046875, 426.9666748046875, 474.9666748046875, 562.9666748046875, 364.0523986816406, 378.6575927734375, 421.4300231933594, 360.75, 392.75, 418.75, 362.75, 385.75, 421.75, 359.9666748046875, 379.9666748046875, 416.9666748046875]","[0, -1, -1, -1, -1, -1, 0, -1, 1, 0, -1, 1, 0, -1, 1, 0, -1, -1]","[5, 3]","[362.84864501953126, 307.51283772786456]","[362.09714965820314, 420.6433410644531]","[6.801549554616212, 12.673445166399082]","[2.839755398966372, 2.7141515789553523]","[0.2780693795531989, -0.9935620445758104]"
91319464,24257,T4,point_reducer_dbscan,4.1.0,"[365.75, 353.75, 364.75]","[361.9666748046875, 390.9666748046875, 360.9666748046875]","[-1, -1, -1]",,,,,,
91319465,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319467,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319468,24257,T4,point_reducer_dbscan,4.1.0,"[360.4124755859375, 330.4424743652344, 306.9524841308594, 306.75, 363.75, 309.75, 324.75, 362.75, 366.72125244140625, 328.9219055175781, 308.9722595214844]","[363.3529968261719, 363.3529968261719, 344.7229919433594, 343.9666748046875, 360.9666748046875, 339.9666748046875, 356.9666748046875, 362.9666748046875, 364.3087158203125, 361.1587829589844, 344.35906982421875]","[0, -1, 1, 1, 0, 1, -1, 0, 0, -1, 1]","[4, 4]","[363.40843200683594, 308.10618591308594]","[362.89876556396484, 343.2538528442383]","[6.833578503069778, 2.2074920935556293]","[1.9772907106671482, 4.897842958802357]","[0.8684669911550978, -2.369325935995827]"
91319470,24257,T4,point_reducer_dbscan,4.1.0,"[359.75, 378.75, 361.75]","[361.9666748046875, 450.9666748046875, 360.9666748046875]","[-1, -1, -1]",,,,,,
91319471,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319473,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319474,24257,T4,point_reducer_dbscan,4.1.0,"[362.5585632324219, 360.7171936035156]","[363.71966552734375, 397.784912109375]","[-1, -1]",,,,,,
91319476,24257,T4,point_reducer_dbscan,4.1.0,"[363.5450744628906, 402.71759033203125, 394.1082458496094, 359.75, 393.75, 401.75, 456.75, 363.75, 392.75, 398.75, 358.998291015625, 386.5481872558594, 407.6410827636719, 364.9660949707031]","[364.4619140625, 369.1970520019531, 342.9385681152344, 369.9666748046875, 345.9666748046875, 368.9666748046875, 388.9666748046875, 362.9666748046875, 343.9666748046875, 365.9666748046875, 365.8465576171875, 339.58807373046875, 374.02545166015625, 365.01055908203125]","[0, 2, 1, 0, 1, 2, -1, 0, 1, 2, 0, -1, -1, 0]","[5, 3, 3]","[362.20189208984374, 393.5360819498698, 401.07253011067706]","[365.6504760742188, 344.29063924153644, 368.04346720377606]","[7.029107304569334, 0.495528646123906, 4.2796673489113655]","[6.923245529830456, 2.3710722479348383, 3.2480684149389463]","[-4.682787619624286, -0.08020471626271802, 3.6732873475799956]"
91319477,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319479,24257,T4,point_reducer_dbscan,4.1.0,"[365.3125, 424.3125, 364.75, 423.75, 365.8588562011719, 427.64263916015625, 362.75, 426.75, 361.150634765625, 425.2902526855469]","[364.75, 358.75, 362.9666748046875, 356.9666748046875, 362.9382629394531, 358.525146484375, 364.9666748046875, 364.9666748046875, 363.2637634277344, 363.2637634277344]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[5, 5]","[363.9643981933594, 425.5490783691406]","[363.7770751953125, 360.49445190429685]","[3.853886855579913, 2.664502331241965]","[0.996393417660147, 11.759087883122264]","[-0.22861366425640878, 2.2587646550498905]"
