classification_id,workflow_id,task,created_at,subject_id,extractor,data.yes,data.aggregation_version,data.gas-like-region-weirdly-shaped,data.no,data.diffuse-non-central-blob,data.galaxy-like,data.diffuse-non-central-source,data.very-opaque-emission-source,data.gas-like-region-weirdly-shaped-central-or-not,data.multiple-sources-inside,data.point-source-or-star-like,data.None,data.radio-point-source,data.homogeneously-diffuse-source,data.radio-source-showing-extended-morphology,data.oddly-shaped-not-sure,data.bright-core-source-becomes-radially-diffuse,data.yes-there-seem-to-be-associated-regions-close-to-the-central-source,data.no-nearby-marked-regions-seem-associated-with-the-central-source,data.yes-it-looks-like-a-radio-point-source,data.the-radio-source-is-showing-extended-morphology,data.multiple-sources-png-https-panoptes-uploads-zooniverse-org-project-attached-image-dfaf96b9-6480-413e-9cde-c5a4cb46c5c7-png-multiple-sources-inside,data.homogenously-diffuse-png-https-panoptes-uploads-zooniverse-org-project-attached-image-1d169b37-43ad-47de-980f-e8a5a08b1676-png-homogeneously-diffuse-source,data.bright-core-radial-diffuse-png-https-panoptes-uploads-zooniverse-org-project-attached-image-b80f4e7c-8d77-4cf1-8bb2-c8f24af80628-png-bright-core-in-diffuse-emission,data.point-source-png-https-panoptes-uploads-zooniverse-org-project-attached-image-e813946d-52b9-484e-b818-6c7f632ad6d3-png-point-source-or-star-like,data.oddly-shaped-png-https-panoptes-uploads-zooniverse-org-project-attached-image-b76c4bc8-ddab-4366-9a6c-9c7524ecc2ad-png-oddly-shaped-not-sure
540378842,24257,T3,2024-02-07 10:39:18 UTC,91321232,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540378842,24257,T5,2024-02-07 10:39:18 UTC,91321232,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540378842,24257,T6,2024-02-07 10:39:18 UTC,91321232,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
540378856,24257,T0,2024-02-07 10:39:23 UTC,91321762,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540378856,24257,T3,2024-02-07 10:39:23 UTC,91321762,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540378856,24257,T5,2024-02-07 10:39:23 UTC,91321762,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540378856,24257,T6,2024-02-07 10:39:23 UTC,91321762,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540378868,24257,T0,2024-02-07 10:39:30 UTC,91319590,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540378868,24257,T3,2024-02-07 10:39:30 UTC,91319590,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540378868,24257,T5,2024-02-07 10:39:30 UTC,91319590,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540378868,24257,T6,2024-02-07 10:39:30 UTC,91319590,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540378885,24257,T0,2024-02-07 10:39:37 UTC,91321375,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540378885,24257,T3,2024-02-07 10:39:37 UTC,91321375,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
540378885,24257,T5,2024-02-07 10:39:37 UTC,91321375,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540378885,24257,T6,2024-02-07 10:39:37 UTC,91321375,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540378894,24257,T0,2024-02-07 10:39:42 UTC,91321798,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540378894,24257,T3,2024-02-07 10:39:42 UTC,91321798,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540378894,24257,T5,2024-02-07 10:39:42 UTC,91321798,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540378894,24257,T6,2024-02-07 10:39:42 UTC,91321798,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540378924,24257,T0,2024-02-07 10:39:55 UTC,91321957,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540378924,24257,T3,2024-02-07 10:39:55 UTC,91321957,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
540378924,24257,T5,2024-02-07 10:39:55 UTC,91321957,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540378924,24257,T6,2024-02-07 10:39:55 UTC,91321957,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
540378945,24257,T0,2024-02-07 10:40:02 UTC,91321306,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540378945,24257,T3,2024-02-07 10:40:02 UTC,91321306,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540378945,24257,T5,2024-02-07 10:40:02 UTC,91321306,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540378945,24257,T6,2024-02-07 10:40:02 UTC,91321306,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
540378958,24257,T0,2024-02-07 10:40:09 UTC,91321587,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540378958,24257,T3,2024-02-07 10:40:09 UTC,91321587,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
540378958,24257,T5,2024-02-07 10:40:09 UTC,91321587,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540378958,24257,T6,2024-02-07 10:40:09 UTC,91321587,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379015,24257,T0,2024-02-07 10:40:36 UTC,91319128,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379015,24257,T3,2024-02-07 10:40:36 UTC,91319128,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
540379015,24257,T5,2024-02-07 10:40:36 UTC,91319128,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540379015,24257,T6,2024-02-07 10:40:36 UTC,91319128,question_extractor,,4.1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
540379022,24257,T0,2024-02-07 10:40:40 UTC,91319448,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540379022,24257,T3,2024-02-07 10:40:40 UTC,91319448,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379022,24257,T5,2024-02-07 10:40:40 UTC,91319448,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540379022,24257,T6,2024-02-07 10:40:40 UTC,91319448,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379049,24257,T0,2024-02-07 10:40:58 UTC,91319507,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540379049,24257,T3,2024-02-07 10:40:58 UTC,91319507,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379049,24257,T5,2024-02-07 10:40:58 UTC,91319507,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540379049,24257,T6,2024-02-07 10:40:58 UTC,91319507,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
540379062,24257,T0,2024-02-07 10:41:05 UTC,91319328,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379062,24257,T3,2024-02-07 10:41:05 UTC,91319328,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
540379062,24257,T5,2024-02-07 10:41:05 UTC,91319328,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540379062,24257,T6,2024-02-07 10:41:05 UTC,91319328,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379079,24257,T0,2024-02-07 10:41:11 UTC,91321155,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540379079,24257,T3,2024-02-07 10:41:11 UTC,91321155,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379079,24257,T5,2024-02-07 10:41:11 UTC,91321155,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540379079,24257,T6,2024-02-07 10:41:11 UTC,91321155,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379124,24257,T0,2024-02-07 10:41:31 UTC,91319346,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379124,24257,T3,2024-02-07 10:41:31 UTC,91319346,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
540379124,24257,T5,2024-02-07 10:41:31 UTC,91319346,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540379124,24257,T6,2024-02-07 10:41:31 UTC,91319346,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
540379141,24257,T0,2024-02-07 10:41:38 UTC,91319718,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540379141,24257,T3,2024-02-07 10:41:38 UTC,91319718,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379141,24257,T5,2024-02-07 10:41:38 UTC,91319718,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540379141,24257,T6,2024-02-07 10:41:38 UTC,91319718,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379161,24257,T0,2024-02-07 10:41:52 UTC,91319717,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379161,24257,T3,2024-02-07 10:41:52 UTC,91319717,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
540379161,24257,T5,2024-02-07 10:41:52 UTC,91319717,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540379161,24257,T6,2024-02-07 10:41:52 UTC,91319717,question_extractor,,4.1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
540379190,24257,T0,2024-02-07 10:42:05 UTC,91321389,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540379190,24257,T3,2024-02-07 10:42:05 UTC,91321389,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540379190,24257,T5,2024-02-07 10:42:05 UTC,91321389,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540379190,24257,T6,2024-02-07 10:42:05 UTC,91321389,question_extractor,,4.1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
540382493,24257,T0,2024-02-07 11:11:22 UTC,91321857,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382493,24257,T3,2024-02-07 11:11:22 UTC,91321857,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382493,24257,T5,2024-02-07 11:11:22 UTC,91321857,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382493,24257,T6,2024-02-07 11:11:22 UTC,91321857,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382499,24257,T0,2024-02-07 11:11:31 UTC,91321265,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382499,24257,T3,2024-02-07 11:11:31 UTC,91321265,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382499,24257,T5,2024-02-07 11:11:31 UTC,91321265,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540382499,24257,T6,2024-02-07 11:11:31 UTC,91321265,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
540382507,24257,T0,2024-02-07 11:11:39 UTC,91321823,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382507,24257,T3,2024-02-07 11:11:39 UTC,91321823,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382507,24257,T5,2024-02-07 11:11:39 UTC,91321823,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382507,24257,T6,2024-02-07 11:11:39 UTC,91321823,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382520,24257,T0,2024-02-07 11:11:52 UTC,91319133,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382520,24257,T3,2024-02-07 11:11:52 UTC,91319133,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
540382520,24257,T5,2024-02-07 11:11:52 UTC,91319133,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382520,24257,T6,2024-02-07 11:11:52 UTC,91319133,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382527,24257,T0,2024-02-07 11:12:07 UTC,91319075,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382527,24257,T3,2024-02-07 11:12:07 UTC,91319075,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
540382527,24257,T5,2024-02-07 11:12:07 UTC,91319075,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540382527,24257,T6,2024-02-07 11:12:07 UTC,91319075,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
540382531,24257,T0,2024-02-07 11:12:15 UTC,91321545,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382531,24257,T3,2024-02-07 11:12:15 UTC,91321545,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382531,24257,T5,2024-02-07 11:12:15 UTC,91321545,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540382531,24257,T6,2024-02-07 11:12:15 UTC,91321545,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
540382537,24257,T0,2024-02-07 11:12:20 UTC,91321717,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382537,24257,T3,2024-02-07 11:12:20 UTC,91321717,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382537,24257,T5,2024-02-07 11:12:20 UTC,91321717,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382537,24257,T6,2024-02-07 11:12:20 UTC,91321717,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382550,24257,T0,2024-02-07 11:12:51 UTC,91319902,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382550,24257,T3,2024-02-07 11:12:51 UTC,91319902,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382550,24257,T5,2024-02-07 11:12:51 UTC,91319902,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540382550,24257,T6,2024-02-07 11:12:51 UTC,91319902,question_extractor,,4.1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
540382561,24257,T0,2024-02-07 11:13:07 UTC,91321757,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382561,24257,T3,2024-02-07 11:13:07 UTC,91321757,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
540382561,24257,T5,2024-02-07 11:13:07 UTC,91321757,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382561,24257,T6,2024-02-07 11:13:07 UTC,91321757,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382566,24257,T0,2024-02-07 11:13:14 UTC,91321543,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382566,24257,T3,2024-02-07 11:13:14 UTC,91321543,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382566,24257,T5,2024-02-07 11:13:14 UTC,91321543,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540382566,24257,T6,2024-02-07 11:13:14 UTC,91321543,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
540382578,24257,T0,2024-02-07 11:13:35 UTC,91319798,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382578,24257,T3,2024-02-07 11:13:35 UTC,91319798,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
540382578,24257,T5,2024-02-07 11:13:35 UTC,91319798,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382578,24257,T6,2024-02-07 11:13:35 UTC,91319798,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382582,24257,T0,2024-02-07 11:13:40 UTC,91321866,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382582,24257,T3,2024-02-07 11:13:40 UTC,91321866,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382582,24257,T5,2024-02-07 11:13:40 UTC,91321866,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382582,24257,T6,2024-02-07 11:13:40 UTC,91321866,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382597,24257,T0,2024-02-07 11:14:00 UTC,91322106,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382597,24257,T3,2024-02-07 11:14:00 UTC,91322106,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382597,24257,T5,2024-02-07 11:14:00 UTC,91322106,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540382597,24257,T6,2024-02-07 11:14:00 UTC,91322106,question_extractor,,4.1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
540382605,24257,T0,2024-02-07 11:14:11 UTC,91319142,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382605,24257,T3,2024-02-07 11:14:11 UTC,91319142,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
540382605,24257,T5,2024-02-07 11:14:11 UTC,91319142,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382605,24257,T6,2024-02-07 11:14:11 UTC,91319142,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382607,24257,T0,2024-02-07 11:14:15 UTC,91321929,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382607,24257,T3,2024-02-07 11:14:15 UTC,91321929,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382607,24257,T5,2024-02-07 11:14:15 UTC,91321929,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382607,24257,T6,2024-02-07 11:14:15 UTC,91321929,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382613,24257,T0,2024-02-07 11:14:24 UTC,91321542,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382613,24257,T3,2024-02-07 11:14:24 UTC,91321542,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382613,24257,T5,2024-02-07 11:14:24 UTC,91321542,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540382613,24257,T6,2024-02-07 11:14:24 UTC,91321542,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
540382626,24257,T0,2024-02-07 11:14:56 UTC,91321734,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382626,24257,T3,2024-02-07 11:14:56 UTC,91321734,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382626,24257,T5,2024-02-07 11:14:56 UTC,91321734,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540382626,24257,T6,2024-02-07 11:14:56 UTC,91321734,question_extractor,,4.1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
540382630,24257,T0,2024-02-07 11:15:02 UTC,91319049,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382630,24257,T3,2024-02-07 11:15:02 UTC,91319049,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382630,24257,T5,2024-02-07 11:15:02 UTC,91319049,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382630,24257,T6,2024-02-07 11:15:02 UTC,91319049,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382635,24257,T0,2024-02-07 11:15:14 UTC,91319154,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382635,24257,T3,2024-02-07 11:15:14 UTC,91319154,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
540382635,24257,T5,2024-02-07 11:15:14 UTC,91319154,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382635,24257,T6,2024-02-07 11:15:14 UTC,91319154,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382639,24257,T0,2024-02-07 11:15:23 UTC,91319854,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382639,24257,T3,2024-02-07 11:15:23 UTC,91319854,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382639,24257,T5,2024-02-07 11:15:23 UTC,91319854,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382639,24257,T6,2024-02-07 11:15:23 UTC,91319854,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382647,24257,T0,2024-02-07 11:15:28 UTC,91321168,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382647,24257,T3,2024-02-07 11:15:28 UTC,91321168,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382647,24257,T5,2024-02-07 11:15:28 UTC,91321168,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382647,24257,T6,2024-02-07 11:15:28 UTC,91321168,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382654,24257,T0,2024-02-07 11:15:39 UTC,91319642,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382654,24257,T3,2024-02-07 11:15:39 UTC,91319642,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
540382654,24257,T5,2024-02-07 11:15:39 UTC,91319642,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382654,24257,T6,2024-02-07 11:15:39 UTC,91319642,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382660,24257,T0,2024-02-07 11:15:49 UTC,91321816,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382660,24257,T3,2024-02-07 11:15:49 UTC,91321816,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
540382660,24257,T5,2024-02-07 11:15:49 UTC,91321816,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382660,24257,T6,2024-02-07 11:15:49 UTC,91321816,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382668,24257,T0,2024-02-07 11:15:54 UTC,91321887,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382668,24257,T3,2024-02-07 11:15:54 UTC,91321887,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382668,24257,T5,2024-02-07 11:15:54 UTC,91321887,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382668,24257,T6,2024-02-07 11:15:54 UTC,91321887,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382677,24257,T0,2024-02-07 11:16:03 UTC,91319822,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382677,24257,T3,2024-02-07 11:16:03 UTC,91319822,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382677,24257,T5,2024-02-07 11:16:03 UTC,91319822,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382677,24257,T6,2024-02-07 11:16:03 UTC,91319822,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382680,24257,T0,2024-02-07 11:16:10 UTC,91321173,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382680,24257,T3,2024-02-07 11:16:10 UTC,91321173,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382680,24257,T5,2024-02-07 11:16:10 UTC,91321173,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540382680,24257,T6,2024-02-07 11:16:10 UTC,91321173,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
540382688,24257,T0,2024-02-07 11:16:27 UTC,91319872,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382688,24257,T3,2024-02-07 11:16:27 UTC,91319872,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382688,24257,T5,2024-02-07 11:16:27 UTC,91319872,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540382688,24257,T6,2024-02-07 11:16:27 UTC,91319872,question_extractor,,4.1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
540382691,24257,T0,2024-02-07 11:16:32 UTC,91319560,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382691,24257,T3,2024-02-07 11:16:32 UTC,91319560,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382691,24257,T5,2024-02-07 11:16:32 UTC,91319560,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382691,24257,T6,2024-02-07 11:16:32 UTC,91319560,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382693,24257,T0,2024-02-07 11:16:37 UTC,91321585,question_extractor,,4.1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
540382693,24257,T3,2024-02-07 11:16:37 UTC,91321585,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382693,24257,T5,2024-02-07 11:16:37 UTC,91321585,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
540382693,24257,T6,2024-02-07 11:16:37 UTC,91321585,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382703,24257,T0,2024-02-07 11:16:50 UTC,91319385,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382703,24257,T3,2024-02-07 11:16:50 UTC,91319385,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,
540382703,24257,T5,2024-02-07 11:16:50 UTC,91319385,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
540382703,24257,T6,2024-02-07 11:16:50 UTC,91319385,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
540382713,24257,T0,2024-02-07 11:17:15 UTC,91321233,question_extractor,1.0,4.1.0,,,,,,,,,,,,,,,,,,,,,,,,
540382713,24257,T3,2024-02-07 11:17:15 UTC,91321233,question_extractor,,4.1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,
